"id","type","level","text","solution","reasoning","source","subject"
"P0337","mmlu_medical_genetics","Advanced","The polymerase chain reaction or PCR is a technique that

Options:
A. was used to demonstrate DNA as the genetic material
B. is used to determine the content of minerals in a soil sample
C. uses short DNA primers and a thermostable DNA polymerase to replicate specific DNA sequences in vitro.
D. measures the ribosome transfer rate during translation","C","Advanced-level knowledge required in medical genetics.","MMLU","medical_genetics"
"P0338","mmlu_medical_genetics","Advanced","The epigenetic inheritance system has been described as ______ (Mayr and Provine, 1980).

Options:
A. genotype inheritance
B. soft inheritance
C. RNA inheritance
D. hard inheritance","B","Advanced-level knowledge required in medical genetics.","MMLU","medical_genetics"
"P0339","mmlu_medical_genetics","Advanced","The pattern of inheritance shown by glucose-6-phosphate dehydrogenase (G6PD) deficiency is:

Options:
A. autosomal dominant.
B. autosomal recessive.
C. X-linked dominant.
D. X-linked recessive.","D","Advanced-level knowledge required in medical genetics.","MMLU","medical_genetics"
"P0340","mmlu_medical_genetics","Advanced","Which of the following diagnostic techniques is of no value for the diagnosis of neural tube defects?

Options:
A. Amniocentesis
B. Chorion villus sampling (CVS)
C. Maternal serum screening
D. Ultrasonography","B","Advanced-level knowledge required in medical genetics.","MMLU","medical_genetics"
"P0341","mmlu_medical_genetics","Advanced","Which of the following is not a chromosome instability syndrome?

Options:
A. Klinefelter syndrome
B. Ataxia telangiectasia
C. Fanconi anaemia
D. Bloom syndrome","A","Advanced-level knowledge required in medical genetics.","MMLU","medical_genetics"
"P0342","mmlu_college_computer_science","College","A starvation-free job-scheduling policy guarantees that no job waits indefinitely for service. Which of the following job-scheduling policies is starvation-free?

Options:
A. Round-robin
B. Priority queuing
C. Shortest job first
D. Youngest job first","A","College-level knowledge required in college computer science.","MMLU","college_computer_science"
"P0343","mmlu_college_computer_science","College","Which of the following sorting algorithms has average-case and worst-case running times of O(n log n)?

Options:
A. Bubble sort
B. Insertion sort
C. Merge sort
D. Quicksort","C","College-level knowledge required in college computer science.","MMLU","college_computer_science"
"P0344","mmlu_college_computer_science","College","Which of the following considerations applies (apply) to choosing the page size in a paging system?
I. An advantage of larger pages is that they lead to smaller page tables.
II. An advantage of smaller pages is that they lead to less waste due to internal fragmentation.
III. Normally, the dominant factor in disk access time is not dependent on page length, so longer pages can be used advantageously.

Options:
A. I only
B. II only
C. I and III only
D. I, II, and III","D","College-level knowledge required in college computer science.","MMLU","college_computer_science"
"P0345","mmlu_college_computer_science","College","In multiprogrammed systems it is advantageous if some programs such as editors and compilers can be shared by several users. Which of the following must be true of multiprogrammed systems in order that a single copy of a program can be shared by several users?
I. The program is a macro.
II. The program is recursive.
III. The program is reentrant.

Options:
A. I only
B. II only
C. III only
D. II and III only","C","College-level knowledge required in college computer science.","MMLU","college_computer_science"
"P0346","mmlu_college_computer_science","College","For a connected, undirected graph G = (V, E), which of the following must be true?
I. Σ_{v∈V} degree(v) is even.
II. |E| ≥ |V| − 1
III. G has at least one vertex with degree 1.

Options:
A. I only
B. II only
C. III only
D. I and II","D","College-level knowledge required in college computer science.","MMLU","college_computer_science"
"P0347","mmlu_college_computer_science","College","Of the following, which best characterizes computers that use memory-mapped I/O?

Options:
A. The computer provides special instructions for manipulating I/O ports.
B. I/O ports are placed at addresses on the bus and are accessed just like other memory locations.
C. To perform an I/O operation, it is sufficient to place the data in an address register and call the channel to perform the operation.
D. Ports are referenced only by memory-mapped instructions of the computer and are located at hardwired memory locations.","B","College-level knowledge required in college computer science.","MMLU","college_computer_science"
"P0348","mmlu_college_computer_science","College","The IP protocol is primarily concerned with

Options:
A. Routing packets through the network
B. Reliable delivery of packets between directly connected machines
C. Reliable delivery of large (multi-packet) messages between machines that are not necessarily directly connected
D. Dealing with differences among operating system architectures","A","College-level knowledge required in college computer science.","MMLU","college_computer_science"
"P0349","mmlu_college_computer_science","College","An Euler circuit of an undirected graph is a circuit in which each edge of the graph appears exactly once. Which of the following undirected graphs must have an Euler circuit?
I. A complete graph with 12 vertices
II. A complete graph with 13 vertices
III. A tree with 13 vertices

Options:
A. I only
B. II only
C. III only
D. I and II","B","College-level knowledge required in college computer science.","MMLU","college_computer_science"
"P0350","mmlu_college_computer_science","College","Mergesort works by splitting a list of n numbers in half, sorting each half recursively, and merging the two halves. Which of the following data structures will allow mergesort to work in O(n log n) time?
I. A singly linked list
II. A doubly linked list
III. An array

Options:
A. None
B. III only
C. I and II only
D. I, II, and III","D","College-level knowledge required in college computer science.","MMLU","college_computer_science"
